UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Metric,Category Marker,Value
10007159,The University of Sunderland,England,North East,2016/17,Number still active which have survived at least 3 years,Social enterprises,1.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated current employment of all active firms (FTE),Student start-ups,55.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated current employment of all active firms (FTE),Social enterprises,7.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Student start-ups,1769.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Social enterprises,147.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated external investment received (£ thousands),Student start-ups,69.0
10007159,The University of Sunderland,England,North East,2017/18,Estimated external investment received (£ thousands),Social enterprises,10.0
10007159,The University of Sunderland,England,North East,2017/18,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2017/18,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2017/18,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2017/18,Number (of newly registered companies within the reporting period),Student start-ups,30.0
10007159,The University of Sunderland,England,North East,2017/18,Number (of newly registered companies within the reporting period),Social enterprises,2.0
10007159,The University of Sunderland,England,North East,2017/18,Number of active firms,Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2017/18,Number of active firms,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2017/18,Number of active firms,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2017/18,Number of active firms,Student start-ups,69.0
10007159,The University of Sunderland,England,North East,2017/18,Number of active firms,Social enterprises,7.0
10007159,The University of Sunderland,England,North East,2017/18,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2017/18,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2017/18,Number still active which have survived at least 3 years,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2017/18,Number still active which have survived at least 3 years,Student start-ups,8.0
10007159,The University of Sunderland,England,North East,2017/18,Number still active which have survived at least 3 years,Social enterprises,1.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated current employment of all active firms (FTE),Student start-ups,95.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated current employment of all active firms (FTE),Social enterprises,11.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Student start-ups,2612.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Social enterprises,346.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2018/19,Estimated external investment received (£ thousands),Student start-ups,136.0
